"License Number","Business Name","DBA/Trade Name","Business Unique ID","Business Category","License Type","License Status","Initial Issuance Date","Expiration Date","Details","Contact Phone","Address Type","Building Number","Street1","Street2","Street3","Unit Type","Apt/Suite","City","State","ZIP Code","Borough","Community Board","Council District","BIN","BBL","NTA","Census Block (2010)","Census Tract (2010)","Latitude","Longitude"
"1461273-DCA","IMPERIAL PARKING (U.S.), LLC","IMPARK","BA-1319947-2022","Garage & Parking Lot","Premises","Active","04/01/2013","03/31/2027","Vehicle Capacity: 150; Bicycle Capacity: 15","2129378660","Complete Address","724","AVENUE OF THE AMERICAS",,,,,"NEW YORK","NY","10010","Manhattan","105","3","1000000","1008250082","MN13","1007","58","40.74321","-73.992573"
"2129654-DCWP","ZAFFSTORE INC.",,"BA-1736939-2025","Electronics Store","Premises","Active","06/27/2025","12/31/2026",,"9297991747","Complete Address","1612","KINGS HWY",,,,,"BROOKLYN","NY","11229","Brooklyn","315","48","3182461","3067790060","BK44","3004","552","40.60922","-73.957185"
"2065241-1-DCA","MUBARAK A. M. HASSAN","HOST DELI & GROCERY","BA-1470850-2022","Tobacco Retail Dealer","Premises","Expired","01/22/2018","12/31/2023",,"212-961-1331","Complete Address","880","AMSTERDAM AVE",,,,,"NEW YORK","NY","10025","Manhattan","107","7","1056565","1018750029","MN12","6000","191","40.79860","-73.967064"
"0429204-DCA","4 EAST 76TH ST. GARAGE, INC.",,"BA-1107903-2022","Garage & Parking Lot","Premises","Active","03/28/1997","03/31/2027","Vehicle Capacity: 86; Bicycle Capacity: 9","2124072516","Complete Address","4","EAST   76 STREET",,,,,"NEW YORK","NY","10021","Manhattan","108","4","1041712","1013900067","MN40","4001","130","40.77486","-73.964736"
"2016038-DCA","M.I. RENOVATIONS LLC",,"BA-1426647-2022","Home Improvement Contractor","Premises","Expired","12/01/2014","02/28/2025",,"3478850890","Complete Address","82","2 PLACE",,,,,"BROOKLYN","NY","11231","Brooklyn","306","39","3005279","3003660016","BK33","4000","65","40.67976","-73.998251"
"2065583-DCA","BROOKLYN CAR WASH INC.",,"BA-1113459-2022","Car Wash","Premises","Expired","02/01/2018","10/31/2023",,"7188543200","Complete Address","488","CONEY ISLAND AVENUE",,,,,"BROOKLYN","NY","11218","Brooklyn","312","40","3328382","3053410017","BK41","1000","492","40.64580","-73.970693"
"2021405-DCA","DMC BUILDERS INC",,"BA-1201933-2022","Home Improvement Contractor","Premises","Expired","04/21/2015","02/28/2025",,"9178046314","Complete Address","356","94TH ST",,,,,"BROOKLYN","NY","11209","Brooklyn","310","47","3155488","3061140025","BK31","3000","54","40.61715","-74.031780"
"2106772-DCA","XPERT TELECOM INC.",,"BA-1598696-2023","Electronics Store","Premises","Expired","06/15/2022","12/31/2024",,"7184806800","Complete Address","1807A","WESTCHESTER AVENUE",,,,,"BRONX","NY","10472","Bronx","209","18","2094917","2038770001","BX08","5005","76","40.83198","-73.866015"
"2048682-DCA","NICKS IRON WORKS NY LLC",,"BA-1423811-2022","Home Improvement Contractor","Premises","Active","02/23/2017","02/28/2027",,"3478669643","Complete Address","143","WYONA ST",,,,,"BROOKLYN","NY","11207","Brooklyn","305","37","3083556","3036900005","BK82","2006","1198","40.67555","-73.893847"
"2065696-2-DCA","291 DICAYAGUA GROCERY, INC.",,"BA-1098266-2022","Tobacco Retail Dealer","Premises","Revoked","02/05/2018","12/31/2024",,"718-758-5330","Complete Address","291","EVERGREEN AVENUE",,,,,"BROOKLYN","NY","11221","Brooklyn","304","37","3074370","3032650001","BK78","2002","421","40.69493","-73.925103"
"2124818-DCWP","WINS AUTOMOTIVE REPAIR CORP",,"BA-1691977-2024","Secondhand Dealer - General","Premises","Failed to Renew","10/16/2024","07/31/2025",,"6315612037","Complete Address","1456","BRUCKNER BLVD",,,,,"BRONX","NY","10473","Bronx","209","18","2022558","2036480035","BX09","1017","28","40.82307","-73.880973"
"1328064-DCA","AGOSTINO, GIORGIO","GIORGIO AGOSTINO LANDSCAPE","BA-1123526-2022","Home Improvement Contractor","Premises","Active","08/04/2009","02/28/2027",,"7185156698","Complete Address","2245","TIEMANN AVENUE",,,,,"BRONX","NY","10469","Bronx","211","13","2050922","2043970028","BX31","1009","310","40.85825","-73.838158"
"2103580-DCA","GRUBHUB HOLDINGS INC",,"BA-1338433-2022","Third Party Food Delivery Service","Premises","Failed to Renew","01/24/2022","08/31/2025",,,"Complete Address","111","W WASHINGTON ST",,,"STE","2100","CHICAGO","IL","60602",,,,,,,,,,
"1454280-DCA","IPAINT AND CONTRACT, INC.",,"BA-1340942-2022","Home Improvement Contractor","Premises","Expired","01/18/2013","02/28/2023",,"5166768469","Complete Address","130","PRATT OVAL",,,,,"GLEN COVE","NY","11542","Outside NYC",,,,,,,,,
"1454300-DCA","CREDIT SOLUTIONS CORP",,"BA-1210737-2022","Debt Collection Agency","Premises","Expired","01/18/2013","01/31/2023",,"800-250-8877","Complete Address","404","CAMINO DEL RIO",,,"STE","400","SAN DIEGO","CA","92108",,,,,,,,,,
"2105280-DCA","Paragon General Contracting Inc",,"BA-1422751-2022","Home Improvement Contractor","Premises","Expired","04/14/2022","02/28/2025",,"6463738255","Complete Address","625","WILCOX AVE",,,"FL","1","BRONX","NY","10465","Bronx","210","13","2078339","2054840047","BX52","3003","160","40.82787","-73.814720"
"2125136-2-DCWP","SAND LANE DELI, INC.",,"BA-1471393-2022","Electronic Cigarette Dealer","Premises","Ready for Renewal","11/04/2024","11/30/2025",,"7188153628","Complete Address","278","SAND LN",,,,,"STATEN ISLAND","NY","10305","Staten Island","502","50","5050306","5034000010","SI36","3011","70","40.59262","-74.068243"
"2049137-DCA","simply strong construction llc",,"BA-1562530-2022","Home Improvement Contractor","Premises","Active","03/06/2017","02/28/2027",,"3472190152","Complete Address","3241","SKILLMAN AVE",,,,,"OCEANSIDE","NY","11572","Outside NYC",,,,,,,,,
"2104558-1-DCA","STAR FOOD MART AND DELI CORP",,"BA-1544689-2022","Electronic Cigarette Dealer","Premises","Surrendered","03/17/2022","11/30/2025",,"9292908916","Complete Address","301","E 4TH ST",,,,,"NEW YORK","NY","10009","Manhattan","103","2","1004408","1003740001","MN28","1001","2601","40.72225","-73.980093"
"1344218-DCA","NAIL ON THE HEAD, LLC",,"BA-1406698-2022","Home Improvement Contractor","Premises","Active","02/02/2010","02/28/2027",,"9178077414","Complete Address","9208","DITMAS AVE",,,,,"BROOKLYN","NY","11236","Brooklyn","317","42","3228480","3081180036","BK50","1004","960","40.64915","-73.913097"
"2110034-DCA","LUXURY BAKERY CORP",,"BA-1572404-2023","Stoop Line Stand","Premises","Expired","12/01/2022","03/31/2024","Product Category: Fruits, Vegetables, Flowers, Soft Drinks, Confectionary and Ice Cream; 4 foot stands: 1; 5 foot stands: 0; 5-10 foot stands: 0","9175303325","Complete Address","6321","20 AVENUE",,,,,"BROOKLYN","NY","11204","Brooklyn","311","43","3133255","3055420002","BK28","2002","254","40.61726","-73.985081"
"2129112-DCWP","WEST 44TH STREET HOTEL LLC",,"BA-1731144-2025","Hotel","Premises","Active","06/02/2025","09/30/2026",,"2128034532","Complete Address","300","W 44TH ST",,,,,"NEW YORK","NY","10036","Manhattan","104","3","1088460","1010340037","MN15","1000","121","40.75871","-73.989276"
"2124156-DCWP","JIAN YAN ZHANG",,"BA-1707905-2024","General Vendor","Individual","Active","09/09/2024","09/30/2027","Vendor Type: General Vendor (White)",,,,,,,,,"STATEN ISLAND","NY","10304",,,,,,,,,,
"2045153-DCA","Nationstar Mortgage LLC","Mr. Cooper; Rushmore Servicing","BA-1431300-2022","Debt Collection Agency","Premises","Active","10/31/2016","01/31/2027",,"4695492000","Complete Address","110","TRIPLE CREEK DR",,,"STE","10","LONGVIEW","TX","75601",,,,,,,,,,
"0925539-DCA","ANTHONY D SGROI",,"BA-1113185-2022","Locksmith","Individual","Active","05/01/2003","05/31/2027",,,,,,,,,,"LONG ISLAND CITY","NY","11102",,,,,,,,,,
"2110651-DCA","RUBIN & ROTHMAN LLC",,"BA-1525866-2022","Debt Collection Agency","Premises","Active","01/17/2023","01/31/2027",,"3474010590","Complete Address","1787","VETERANS HWY",,,"STE","32","ISLANDIA","NY","11749",,,,,,,,,,
"2105347-DCA","YOUNG LEGENDZ LLC",,"BA-1557604-2022","Secondhand Dealer - General","Premises","Failed to Renew","04/18/2022","07/31/2025",,"9739799709","Complete Address","31","W 47TH ST",,,"STE","503","NEW YORK","NY","10036","Manhattan","105","4","1034479","1012630018","MN17","1002","96","40.75716","-73.979736"
"2127192-DCWP","Barbara Von Pagel",,"BA-1722804-2025","Sightseeing Guide","Individual","Active","03/13/2025","03/31/2026",,,,,,,,,,"UNCASVILLE","CT","06382",,,,,,,,,,
"1331396-DCA","ADMIN RECOVERY LLC",,"BA-1112789-2022","Debt Collection Agency","Premises","Active","09/01/2009","01/31/2027",,"7165803763","Complete Address","6225","SHERIDAN DR",,,"STE","118","BUFFALO","NY","14221","Outside NYC",,,,,,,,,
"2083237-DCA","ECOATM, LLC",,"BA-1219516-2022","Secondhand Dealer - General","Premises","Active","03/15/2019","07/31/2027",,"8587667235","Complete Address","2912","STILLWELL AVE",,,,,"BROOKLYN","NY","11224","Brooklyn","313","47","3189605","3070640007","BK21","2003","348","40.57665","-73.981493"
"2013997-DCA","FOWLER, RADEISHA","Line Renovating","BA-1207221-2022","Home Improvement Contractor","Premises","Expired","09/29/2014","02/28/2025",,"3476818943","Complete Address","21735","HOLLIS AVE",,,,,"QUEENS VILLAGE","NY","11429","Queens","413","27","4442105","4111040079","QN34","3009","540","40.71086","-73.740181"
"2106307-DCA","JBuild LLC",,"BA-1280487-2022","Home Improvement Contractor","Premises","Active","05/25/2022","02/28/2027",,"9175784954","Complete Address","105","VAN KEUREN AVE",,,,,"JERSEY CITY","NJ","07306",,,,,,,,,,
"1260928-DCA","MILANO GRANITE AND MARBLE CORP.",,"BA-1573268-2023","Home Improvement Contractor","Premises","Active","07/06/2007","02/28/2027",,"7184777200","Complete Address","3521","VICTORY BLVD",,,"STE","A","STATEN ISLAND","NY","10314","Staten Island","502","50","5036689","5021720075","SI05","1013","29103","40.60184","-74.175427"
"1263794-DCA","IDEAL CONSTRUCTION NY, INC.",,"BA-1293939-2022","Home Improvement Contractor","Premises","Active","08/09/2007","02/28/2027",,"7184408513","Complete Address","6415","JAY AVE",,,,,"MASPETH","NY","11378","Queens","405","30","4054319","4023660027","QN30","1006","511","40.72635","-73.901003"
"2103636-DCA","Mark Goldberg Prosthetic & Orthotic Labs, Inc.",,"BA-1577056-2023","Dealer In Products For The Disabled","Premises","Expired","01/26/2022","03/15/2025",,"(631) 689-6606","Complete Address","205","N BELLE MEAD RD",,,"STE","150","EAST SETAUKET","NY","117333483",,,,,,,,,,
"2033462-DCA","LOPEZ, MARTA","PRIMO AUTO PARTS AND SERVICES","BA-1330585-2022","Secondhand Dealer - General","Premises","Active","02/19/2016","07/31/2027",,"7188999008","Complete Address","4505","102ND ST",,,,,"CORONA","NY","11368","Queens","404","21","4048658","4019800069","QN25","1001","413","40.74625","-73.862376"
"1003464-DCA","RENOVATIONS UNLIMITED INC.",,"BA-1561336-2022","Home Improvement Contractor","Premises","Active","02/18/1999","02/28/2027",,"917-519-4386","Complete Address","713","EDGEGROVE AVE",,,,,"STATEN ISLAND","NY","10312","Staten Island","503","51","5083532","5068320043","SI32","2015","20804","40.53697","-74.195130"
"2049392-DCA","VISIONS DESIGNERS-BUILDERS, INC.",,"BA-1536761-2022","Home Improvement Contractor","Premises","Expired","03/09/2017","02/28/2023",,"6312621809","Complete Address","655","PARK AVE",,,,,"HUNTINGTON","NY","11743","Outside NYC",,,,,,,,,
"1305430-DCA","H. DIAS, INC.",,"BA-1311305-2022","Home Improvement Contractor","Premises","Active","06/22/2011","02/28/2027",,"9148797429","Complete Address","51","FRENCH RDG",,,,,"NEW ROCHELLE","NY","10801","Outside NYC",,,,,,,,,
"0907718-DCA","NELSON AND NELSON ANTIQUES, INC.",,"BA-1427423-2022","Secondhand Dealer - General","Premises","Active","08/01/2003","07/31/2027",,"2129805825","Complete Address","1050","2 AVENUE",,,,,"NEW YORK","NY","10022","Manhattan","106","4","1039975","1013480049","MN19","4000","108","40.75823","-73.966066"
"2094278-DCA","Custom Chemist inc","David's Pharmacy","BA-1193048-2022","Dealer In Products For The Disabled","Premises","Active","02/06/2020","03/15/2027",,"7186778500","Complete Address","1408","AVENUE J",,,,,"BROOKLYN","NY","11230","Brooklyn","314","44","3179952","3067160003","BK43","1000","534","40.62509","-73.962124"
"0803727-DCA","N.Y. PAWNBROKERS INC.",,"BA-1417802-2022","Pawnbroker","Premises","Active","05/07/2003","04/30/2026",,"7186650252","Complete Address","301","E 149TH ST",,,,,"BRONX","NY","10451","Bronx","201","17","2000943","2023310064","BX34","4003","65","40.81701","-73.921259"
"2075643-1-DCA","JUDE NY INC",,"BA-1309241-2022","Electronic Cigarette Dealer","Premises","Ready for Renewal","07/16/2018","11/30/2025",,"2123162391","Complete Address","2391","FREDERICK DOUGLASS BLVD",,,,,"NEW YORK","NY","10027","Manhattan","110","9","1059398","1019550010","MN03","1000","215","40.81232","-73.949609"
"2079468-1-DCA","GLENDALE GOURMET DELI INC",,"BA-1323545-2022","Tobacco Retail Dealer","Premises","Revoked","10/26/2018","12/31/2023",,"718-366-6800","Complete Address","6420","MYRTLE AVE",,,,,"GLENDALE","NY","11385","Queens","405","30","4086903","4035930025","QN19","2005","577","40.70101","-73.891812"
"1065958-DCA","SHAH, YOGESHCHANDRA",,"BA-1535281-2022","Tobacco Retail Dealer","Premises","Revoked","11/08/2000","12/31/2024",,"7322876118","Cross Street (Intersection)",,"BROADWAY",,,,,"NEW YORK","NY","10023","Manhattan","107","6",,,,,"153","40.77630","-73.982138"
"0977355-DCA","PULIAFICO, THOMAS A","Jesna Construction Managment","BA-1426019-2022","Home Improvement Contractor","Premises","Active","01/08/1998","02/28/2027",,"7189670150","Complete Address","46","HAWLEY AVE",,,,,"STATEN ISLAND","NY","10312","Staten Island","503","51","5083378","5068150185","SI32","3007","20804","40.53256","-74.193815"
"2027400-DCA","J. HOOKS CONSTRUCTION CORP",,"BA-1300497-2022","Home Improvement Contractor","Premises","Expired","08/21/2015","02/28/2023",,"631-987-7433","Complete Address","29","SYCAMORE CIR",,,,,"STONY BROOK","NY","11790","Outside NYC",,,,,,,,,
"2097640-DCA","O&D WIRELESS CORP","APPLE: WIRELESS","BA-1462699-2022","Electronic & Home Appliance Service Dealer","Premises","Expired","02/02/2021","06/30/2024",,"6466449389","Complete Address","793","FLUSHING AVENUE",,,,,"BROOKLYN","NY","11206","Brooklyn","301","34","3327989","3031270031","BK90","2003","491","40.70097","-73.940929"
"2111186-DCA","A&U RANJHA INC","A&U Contractors","BA-1577621-2023","Home Improvement Contractor","Premises","Active","02/23/2023","02/28/2027",,"(718) 719-2442","Complete Address","61","SUFFOLK AVE",,,,,"STATEN ISLAND","NY","10314","Staten Island","502","50","5019493","5007630004","SI05","1009","18702","40.60442","-74.128019"
"2104017-DCA","NY CONSTRUCTION 1 INC",,"BA-1408998-2022","Home Improvement Contractor","Premises","Active","02/17/2022","02/28/2027",,"7188855500","Complete Address","782","PELHAM PKWY",,,"APT","B10","BRONX","NY","10462","Bronx","211","13","2049424","2043210042","BX49","3000","228","40.85669","-73.864378"
"2081781-DCA","AFFINITY RX INC","AFFINITY PHARMACY","BA-1074891-2022","Dealer In Products For The Disabled","Premises","Expired","01/30/2019","03/15/2023",,"7188981548","Complete Address","7307","MAIN ST",,,,,"FLUSHING","NY","11367","Queens","408","24","4144134","4066630001","QN37","1008","77907","40.72457","-73.820704"
"2058089-DCA","PHOENIX ASSET GROUP, LLC",,"BA-1461935-2022","Debt Collection Agency","Premises","Expired","09/12/2017","01/31/2023",,"9529943215","Complete Address","2025","COULTER BLVD",,,"STE","100","CHANHASSEN","MN","55317",,,,,,,,,,
"2078097-DCA","MA WIRELESS USA INC",,"BA-1454980-2022","Secondhand Dealer - General","Premises","Active","09/12/2018","07/31/2027",,"(212) 213-6170","Complete Address","26","W 30TH ST",,,,,"NEW YORK","NY","10001","Manhattan","105","3","1015771","1008317501","MN17","2005","76","40.74645","-73.987668"
"1280213-DCA","ANCHOR BUILDERS, INC.",,"BA-1102187-2022","Home Improvement Contractor","Premises","Expired","03/26/2008","02/28/2025",,"9174690629","Complete Address","190","PARK PL",,,,,"BROOKLYN","NY","11238","Brooklyn","308","35","3029042","3011640024","BK64","3001","163","40.67723","-73.971346"
"1191340-DCA","METRO CONTRACTOR SUPPLY, INC.",,"BA-1377534-2022","Home Improvement Contractor","Premises","Active","03/22/2005","02/28/2027",,"5164466228","Complete Address","27","RADIAL LN",,,,,"LEVITTOWN","NY","11756","Outside NYC",,,,,,,,,
"0928927-DCA","ELI'S LEASING, INC.",,"BA-1226011-2022","Garage & Parking Lot","Premises","Active","02/26/1996","03/31/2027","Vehicle Capacity: 135; Bicycle Capacity: 14","2125349395","Complete Address","422","E 91ST ST",,,,,"NEW YORK","NY","10128","Manhattan","108","5","1050738","1015700037","MN32","4000","152","40.77985","-73.946535"
"1109636-DCA","ABREU MINIMARKET, INC",,"BA-1122834-2022","Tobacco Retail Dealer","Premises","Expired","05/16/2002","12/31/2024",,"718-465-6108","Complete Address","20219","JAMAICA AVENUE",,,,,"HOLLIS","NY","11423","Queens","412","23","4222693","4104760001","QN07","4002","484","40.71350","-73.756991"
"2089807-DCA","AMEER ABOUZEID",,"BA-1106913-2022","Tow Truck Driver","Individual","Active","08/21/2019","10/31/2026",,,,,,,,,,"STATEN ISLAND","NY","10305",,,,,,,,,,
"2126710-DCWP","DreamNest Remodeling & Renovations Corp",,"BA-1720436-2025","Home Improvement Contractor","Premises","Active","02/11/2025","02/28/2027",,"3478281990","Complete Address","2663","E 64TH ST",,,,,"BROOKLYN","NY","11234","Brooklyn","318","46","3243958","3086480007","BK45","4008","70201","40.60780","-73.911162"
"2109471-DCA","UNION MULTISERVICE LLC",,"BA-1563673-2022","Electronics Store","Premises","Expired","10/21/2022","12/31/2022",,,"Complete Address","3152","FULTON ST",,,"BLDG","1","BROOKLYN","NY","11208","Brooklyn","305","37","3092586","3041370020","BK83","2005","1174","40.68181","-73.878622"
"2029137-DCA","KHASRIA CONSTRUCTION INC.",,"BA-1294825-2022","Home Improvement Contractor","Premises","Expired","10/02/2015","02/28/2023",,"347-493-0566","Complete Address","12919","97TH AVE",,,,,"S RICHMOND HL","NY","11419","Queens","409","29","4200061","4094710024","QN54","1003","150","40.69347","-73.818563"
"2103488-DCA","I DO NOW I DON'T INC",,"BA-1336585-2022","Secondhand Dealer - General","Premises","Active","01/19/2022","07/31/2027",,"9174880012","Complete Address","37","WEST   47 STREET",,,,,"NEW YORK","NY","10017","Manhattan","105","4","1034477","1012630014","MN17","1002","96","40.75722","-73.979877"
"2103413-DCA","ELITE INTERIOR WOODWORKING CORP.",,"BA-1252903-2022","Home Improvement Contractor","Premises","Expired","01/11/2022","02/28/2025",,"7183472182","Complete Address","23915","BRADDOCK AVE",,,,,"BELLEROSE","NY","11426","Queens","413","23","4167537","4079870052","QN43","3007","1621","40.72657","-73.728665"
"2128233-DCWP","Deniz Unay",,"BA-1729726-2025","Pedicab Driver","Individual","Active","05/06/2025","04/30/2026",,,,,,,,,,"BROOKLYN","NY","11229",,,,,,,,,,
"2078450-DCA","M YASEEN CONTRACTING LLC",,"BA-1449937-2022","Home Improvement Contractor","Premises","Active","09/24/2018","02/28/2027",,"9176013354","Complete Address","9404","41ST AVE",,,,,"ELMHURST","NY","11373","Queens","404","21","4039659","4015900003","QN29","2003","465","40.74682","-73.871643"
